Local date,Demand,Net generation,Coal,Natural gas,Petroleum,Hydro,Solar,Wind,Other
2024-02-04,1001732.0,1018094.0,111645.0,163877.0,0.0,648.0,55500.0,561444.0,2392.0
2024-02-05,1052592.0,1055044.0,141663.0,392624.0,0.0,1261.0,101754.0,290349.0,4731.0
2024-02-06,1059627.0,1056554.0,148912.0,439903.0,0.0,1025.0,103077.0,236361.0,4496.0
2024-02-07,1048255.0,1051293.0,134531.0,212633.0,0.0,721.0,53250.0,522064.0,5324.0
2024-02-08,1028694.0,1025187.0,144749.0,282434.0,0.0,700.0,66628.0,404374.0,3632.0
2024-02-09,1039648.0,1040656.0,151554.0,396123.0,0.0,747.0,50002.0,315126.0,4494.0
2024-02-10,1007092.0,1008687.0,144007.0,402783.0,0.0,829.0,58977.0,276219.0,3342.0
2024-02-11,1048355.0,1051428.0,123351.0,292435.0,0.0,653.0,50928.0,458107.0,3480.0
2024-02-12,1127283.0,1133630.0,141409.0,481782.0,0.0,2113.0,124375.0,256905.0,4437.0
2024-02-13,1116117.0,1118878.0,135947.0,435221.0,0.0,2175.0,135379.0,283373.0,4157.0
2024-02-14,1071416.0,1073749.0,116314.0,244227.0,0.0,1343.0,104614.0,480866.0,3728.0
2024-02-15,1020328.0,1020054.0,114824.0,451992.0,0.0,2145.0,74784.0,250600.0,3116.0
2024-02-16,1024528.0,1026822.0,108484.0,285714.0,0.0,1816.0,47417.0,457324.0,3540.0
2024-02-17,1173691.0,1179312.0,99634.0,435388.0,0.0,1678.0,70475.0,446028.0,3567.0
2024-02-18,1167088.0,1168263.0,100388.0,581279.0,0.0,2440.0,149421.0,208663.0,3391.0
2024-02-19,1134156.0,1132829.0,96734.0,449423.0,0.0,1812.0,152756.0,304395.0,5020.0
2024-02-20,1066348.0,1072375.0,77200.0,356087.0,0.0,1753.0,129066.0,381689.0,3892.0
2024-02-21,1037904.0,1046728.0,76665.0,214994.0,0.0,929.0,104413.0,522449.0,4713.0
2024-02-22,1051578.0,1055846.0,93787.0,296552.0,0.0,1421.0,106027.0,430956.0,4593.0
2024-02-23,1009016.0,1006606.0,100824.0,471519.0,0.0,2016.0,141461.0,163407.0,4854.0
2024-02-24,994284.0,993999.0,81481.0,287739.0,0.0,1453.0,115413.0,382095.0,3390.0
2024-02-25,1006493.0,1008177.0,76174.0,250508.0,0.0,1466.0,132616.0,419865.0,5174.0
2024-02-26,1102714.0,1100884.0,80266.0,327718.0,0.0,1592.0,106166.0,458344.0,4497.0
2024-02-27,1123990.0,1119182.0,74307.0,351123.0,0.0,1518.0,58807.0,506562.0,4709.0
2024-02-28,1082555.0,1081444.0,67842.0,464530.0,0.0,1516.0,58692.0,362453.0,4270.0
2024-02-29,1143861.0,1132765.0,91023.0,691455.0,0.0,1605.0,68020.0,173421.0,3838.0
2024-03-01,1078759.0,1083202.0,75412.0,444061.0,0.0,1192.0,130649.0,338923.0,3812.0
2024-03-02,1018254.0,1014841.0,59352.0,307970.0,0.0,922.0,112571.0,441154.0,3795.0
2024-03-03,1031780.0,1027315.0,65818.0,278772.0,0.0,118.0,91756.0,498031.0,4186.0
2024-03-04,1110420.0,1099546.0,84994.0,532051.0,0.0,640.0,99932.0,287339.0,5031.0
2024-03-05,1113925.0,1101120.0,101789.0,578410.0,0.0,956.0,141307.0,165030.0,4162.0
2024-03-06,1079909.0,1076520.0,103391.0,544238.0,0.0,506.0,106591.0,195119.0,4906.0
2024-03-07,1070850.0,1069720.0,95088.0,463490.0,0.0,392.0,59689.0,323847.0,5515.0
2024-03-08,1091140.0,1091370.0,81999.0,354913.0,0.0,306.0,88176.0,441208.0,2963.0
2024-03-09,1004623.0,1005446.0,86838.0,374405.0,0.0,785.0,122904.0,293774.0,4774.0
2024-03-10,941195.0,940578.0,84280.0,445956.0,0.0,775.0,146228.0,143137.0,3240.0
2024-03-11,1013935.0,1013538.0,70625.0,307531.0,0.0,329.0,130728.0,378903.0,3395.0
2024-03-12,1036405.0,1035722.0,75113.0,263514.0,0.0,528.0,116781.0,472897.0,3884.0
2024-03-13,1102264.0,1104167.0,80622.0,314288.0,0.0,142.0,107091.0,504036.0,4971.0
2024-03-14,1132880.0,1126737.0,113971.0,499007.0,0.0,718.0,105537.0,310612.0,3993.0
2024-03-15,1091502.0,1092566.0,82231.0,397972.0,0.0,666.0,45916.0,466166.0,3599.0
2024-03-16,1011106.0,1006417.0,126382.0,586488.0,0.0,1096.0,38846.0,143634.0,4762.0
2024-03-17,1002727.0,1001473.0,117503.0,529417.0,0.0,802.0,45009.0,200322.0,3593.0
2024-03-18,1028701.0,1025096.0,104585.0,519030.0,0.0,876.0,124667.0,178386.0,5211.0
2024-03-19,1040202.0,1038930.0,101665.0,457756.0,0.0,676.0,126128.0,256003.0,4431.0
2024-03-20,1023097.0,1022972.0,107557.0,479847.0,0.0,582.0,102250.0,235743.0,4916.0
2024-03-21,1031641.0,1025202.0,133396.0,577944.0,0.0,1131.0,77838.0,131251.0,6782.0
2024-03-22,1052300.0,1055861.0,114376.0,471408.0,0.0,949.0,131902.0,218179.0,4880.0
2024-03-23,996345.0,1001081.0,95908.0,345371.0,0.0,1387.0,130989.0,333852.0,4024.0
2024-03-24,995712.0,1001734.0,86433.0,184810.0,0.0,1054.0,49105.0,586150.0,4354.0
2024-03-25,1057346.0,1060710.0,94689.0,319632.0,0.0,1528.0,90270.0,459786.0,4749.0
2024-03-26,1032429.0,1033867.0,117849.0,492109.0,0.0,1674.0,174743.0,151731.0,5632.0
2024-03-27,1037958.0,1045479.0,105260.0,431084.0,0.0,1351.0,141925.0,270998.0,4622.0
2024-03-28,1043766.0,1044637.0,102690.0,390555.0,0.0,1249.0,162405.0,292284.0,5239.0
2024-03-29,1035317.0,1039763.0,75125.0,174779.0,0.0,1021.0,90221.0,605242.0,3238.0
2024-03-30,1030294.0,1032325.0,108333.0,310877.0,0.0,781.0,104829.0,412960.0,4363.0
2024-03-31,1047523.0,1046061.0,107923.0,295763.0,0.0,764.0,69009.0,479004.0,3447.0
