"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"EVPUPUS","201506","10851","1","Number of locations with public ports only","Number"
"EVPUPUS","201507","10896","1","Number of locations with public ports only","Number"
"EVPUPUS","201508","11433","1","Number of locations with public ports only","Number"
"EVPUPUS","201509","11452","1","Number of locations with public ports only","Number"
"EVPUPUS","201510","11794","1","Number of locations with public ports only","Number"
"EVPUPUS","201511","12149","1","Number of locations with public ports only","Number"
"EVPUPUS","201512","12189","1","Number of locations with public ports only","Number"
"EVPUPUS","201513","12189","1","Number of locations with public ports only","Number"
"EVPUPUS","201601","12897","1","Number of locations with public ports only","Number"
"EVPUPUS","201602","13282","1","Number of locations with public ports only","Number"
"EVPUPUS","201603","13590","1","Number of locations with public ports only","Number"
"EVPUPUS","201604","13819","1","Number of locations with public ports only","Number"
"EVPUPUS","201605","14083","1","Number of locations with public ports only","Number"
"EVPUPUS","201606","14486","1","Number of locations with public ports only","Number"
"EVPUPUS","201607","14714","1","Number of locations with public ports only","Number"
"EVPUPUS","201608","14889","1","Number of locations with public ports only","Number"
"EVPUPUS","201609","15260","1","Number of locations with public ports only","Number"
"EVPUPUS","201610","15432","1","Number of locations with public ports only","Number"
"EVPUPUS","201611","15771","1","Number of locations with public ports only","Number"
"EVPUPUS","201612","15990","1","Number of locations with public ports only","Number"
"EVPUPUS","201613","15990","1","Number of locations with public ports only","Number"
"EVPUPUS","201701","16359","1","Number of locations with public ports only","Number"
"EVPUPUS","201702","16612","1","Number of locations with public ports only","Number"
"EVPUPUS","201703","16863","1","Number of locations with public ports only","Number"
"EVPUPUS","201704","17060","1","Number of locations with public ports only","Number"
"EVPUPUS","201705","17375","1","Number of locations with public ports only","Number"
"EVPUPUS","201706","17616","1","Number of locations with public ports only","Number"
"EVPUPUS","201707","17730","1","Number of locations with public ports only","Number"
"EVPUPUS","201708","18081","1","Number of locations with public ports only","Number"
"EVPUPUS","201709","18887","1","Number of locations with public ports only","Number"
"EVPUPUS","201710","19164","1","Number of locations with public ports only","Number"
"EVPUPUS","201711","19393","1","Number of locations with public ports only","Number"
"EVPUPUS","201712","19619","1","Number of locations with public ports only","Number"
"EVPUPUS","201713","19619","1","Number of locations with public ports only","Number"
"EVPUPUS","201801","19659","1","Number of locations with public ports only","Number"
"EVPUPUS","201802","19753","1","Number of locations with public ports only","Number"
"EVPUPUS","201803","19553","1","Number of locations with public ports only","Number"
"EVPUPUS","201804","19801","1","Number of locations with public ports only","Number"
"EVPUPUS","201805","19798","1","Number of locations with public ports only","Number"
"EVPUPUS","201806","20289","1","Number of locations with public ports only","Number"
"EVPUPUS","201807","20692","1","Number of locations with public ports only","Number"
"EVPUPUS","201808","20950","1","Number of locations with public ports only","Number"
"EVPUPUS","201809","21068","1","Number of locations with public ports only","Number"
"EVPUPUS","201810","21410","1","Number of locations with public ports only","Number"
"EVPUPUS","201811","21569","1","Number of locations with public ports only","Number"
"EVPUPUS","201812","21791","1","Number of locations with public ports only","Number"
"EVPUPUS","201813","21791","1","Number of locations with public ports only","Number"
"EVPUPUS","201901","21006","1","Number of locations with public ports only","Number"
"EVPUPUS","201902","21034","1","Number of locations with public ports only","Number"
"EVPUPUS","201903","21257","1","Number of locations with public ports only","Number"
"EVPUPUS","201904","21494","1","Number of locations with public ports only","Number"
"EVPUPUS","201905","21760","1","Number of locations with public ports only","Number"
"EVPUPUS","201906","21966","1","Number of locations with public ports only","Number"
"EVPUPUS","201907","22092","1","Number of locations with public ports only","Number"
"EVPUPUS","201908","22828","1","Number of locations with public ports only","Number"
"EVPUPUS","201909","23275","1","Number of locations with public ports only","Number"
"EVPUPUS","201910","23636","1","Number of locations with public ports only","Number"
"EVPUPUS","201911","24017","1","Number of locations with public ports only","Number"
"EVPUPUS","201912","24169","1","Number of locations with public ports only","Number"
"EVPUPUS","201913","24169","1","Number of locations with public ports only","Number"
"EVPUPUS","202001","24550","1","Number of locations with public ports only","Number"
"EVPUPUS","202002","24840","1","Number of locations with public ports only","Number"
"EVPUPUS","202003","25172","1","Number of locations with public ports only","Number"
"EVPUPUS","202004","25410","1","Number of locations with public ports only","Number"
"EVPUPUS","202005","25699","1","Number of locations with public ports only","Number"
"EVPUPUS","202006","25835","1","Number of locations with public ports only","Number"
"EVPUPUS","202007","26290","1","Number of locations with public ports only","Number"
"EVPUPUS","202008","26806","1","Number of locations with public ports only","Number"
"EVPUPUS","202009","27136","1","Number of locations with public ports only","Number"
"EVPUPUS","202010","27339","1","Number of locations with public ports only","Number"
"EVPUPUS","202011","28039","1","Number of locations with public ports only","Number"
"EVPUPUS","202012","28159","1","Number of locations with public ports only","Number"
"EVPUPUS","202013","28159","1","Number of locations with public ports only","Number"
"EVPUPUS","202101","38358","1","Number of locations with public ports only","Number"
"EVPUPUS","202102","38936","1","Number of locations with public ports only","Number"
"EVPUPUS","202103","39369","1","Number of locations with public ports only","Number"
"EVPUPUS","202104","40058","1","Number of locations with public ports only","Number"
"EVPUPUS","202105","40842","1","Number of locations with public ports only","Number"
"EVPUPUS","202106","41330","1","Number of locations with public ports only","Number"
"EVPUPUS","202107","41881","1","Number of locations with public ports only","Number"
"EVPUPUS","202108","42321","1","Number of locations with public ports only","Number"
"EVPUPUS","202109","42776","1","Number of locations with public ports only","Number"
"EVPUPUS","202110","43628","1","Number of locations with public ports only","Number"
"EVPUPUS","202111","44210","1","Number of locations with public ports only","Number"
"EVPUPUS","202112","45139","1","Number of locations with public ports only","Number"
"EVPUPUS","202113","45139","1","Number of locations with public ports only","Number"
"EVPUPUS","202201","45226","1","Number of locations with public ports only","Number"
"EVPUPUS","202202","44788","1","Number of locations with public ports only","Number"
"EVPUPUS","202203","45160","1","Number of locations with public ports only","Number"
"EVPUPUS","202204","45936","1","Number of locations with public ports only","Number"
"EVPUPUS","202205","46899","1","Number of locations with public ports only","Number"
"EVPUPUS","202206","47661","1","Number of locations with public ports only","Number"
"EVPUPUS","202207","48407","1","Number of locations with public ports only","Number"
"EVPUPUS","202208","49318","1","Number of locations with public ports only","Number"
"EVPUPUS","202209","49406","1","Number of locations with public ports only","Number"
"EVPUPUS","202210","49877","1","Number of locations with public ports only","Number"
"EVPUPUS","202211","50323","1","Number of locations with public ports only","Number"
"EVPUPUS","202212","51306","1","Number of locations with public ports only","Number"
"EVPUPUS","202213","51306","1","Number of locations with public ports only","Number"
"EVPUPUS","202301","51563","1","Number of locations with public ports only","Number"
"EVPUPUS","202302","52401","1","Number of locations with public ports only","Number"
"EVPUPUS","202303","53204","1","Number of locations with public ports only","Number"
"EVPUPUS","202304","53790","1","Number of locations with public ports only","Number"
"EVPUPUS","202305","54440","1","Number of locations with public ports only","Number"
"EVPUPUS","202306","55133","1","Number of locations with public ports only","Number"
"EVPUPUS","202307","55633","1","Number of locations with public ports only","Number"
"EVPUPUS","202308","56094","1","Number of locations with public ports only","Number"
"EVPUPUS","202309","55951","1","Number of locations with public ports only","Number"
"EVPUPUS","202310","56798","1","Number of locations with public ports only","Number"
"EVPUPUS","202311","57623","1","Number of locations with public ports only","Number"
"EVPUPUS","202312","58153","1","Number of locations with public ports only","Number"
"EVPUPUS","202313","58153","1","Number of locations with public ports only","Number"
"EVPUPUS","202401","58964","1","Number of locations with public ports only","Number"
"EVPUPUS","202402","59310","1","Number of locations with public ports only","Number"
"EVPVPUS","201506","1172","2","Number of locations with private ports only","Number"
"EVPVPUS","201507","1187","2","Number of locations with private ports only","Number"
"EVPVPUS","201508","1203","2","Number of locations with private ports only","Number"
"EVPVPUS","201509","1219","2","Number of locations with private ports only","Number"
"EVPVPUS","201510","1206","2","Number of locations with private ports only","Number"
"EVPVPUS","201511","1233","2","Number of locations with private ports only","Number"
"EVPVPUS","201512","1217","2","Number of locations with private ports only","Number"
"EVPVPUS","201513","1217","2","Number of locations with private ports only","Number"
"EVPVPUS","201601","1518","2","Number of locations with private ports only","Number"
"EVPVPUS","201602","1532","2","Number of locations with private ports only","Number"
"EVPVPUS","201603","1628","2","Number of locations with private ports only","Number"
"EVPVPUS","201604","1658","2","Number of locations with private ports only","Number"
"EVPVPUS","201605","1666","2","Number of locations with private ports only","Number"
"EVPVPUS","201606","1690","2","Number of locations with private ports only","Number"
"EVPVPUS","201607","1678","2","Number of locations with private ports only","Number"
"EVPVPUS","201608","1711","2","Number of locations with private ports only","Number"
"EVPVPUS","201609","1727","2","Number of locations with private ports only","Number"
"EVPVPUS","201610","1706","2","Number of locations with private ports only","Number"
"EVPVPUS","201611","1716","2","Number of locations with private ports only","Number"
"EVPVPUS","201612","1716","2","Number of locations with private ports only","Number"
"EVPVPUS","201613","1716","2","Number of locations with private ports only","Number"
"EVPVPUS","201701","1723","2","Number of locations with private ports only","Number"
"EVPVPUS","201702","1742","2","Number of locations with private ports only","Number"
"EVPVPUS","201703","1748","2","Number of locations with private ports only","Number"
"EVPVPUS","201704","1763","2","Number of locations with private ports only","Number"
"EVPVPUS","201705","1790","2","Number of locations with private ports only","Number"
"EVPVPUS","201706","1811","2","Number of locations with private ports only","Number"
"EVPVPUS","201707","1769","2","Number of locations with private ports only","Number"
"EVPVPUS","201708","1776","2","Number of locations with private ports only","Number"
"EVPVPUS","201709","1765","2","Number of locations with private ports only","Number"
"EVPVPUS","201710","1763","2","Number of locations with private ports only","Number"
"EVPVPUS","201711","1765","2","Number of locations with private ports only","Number"
"EVPVPUS","201712","1779","2","Number of locations with private ports only","Number"
"EVPVPUS","201713","1779","2","Number of locations with private ports only","Number"
"EVPVPUS","201801","1776","2","Number of locations with private ports only","Number"
"EVPVPUS","201802","1779","2","Number of locations with private ports only","Number"
"EVPVPUS","201803","1784","2","Number of locations with private ports only","Number"
"EVPVPUS","201804","1839","2","Number of locations with private ports only","Number"
"EVPVPUS","201805","1669","2","Number of locations with private ports only","Number"
"EVPVPUS","201806","1677","2","Number of locations with private ports only","Number"
"EVPVPUS","201807","1692","2","Number of locations with private ports only","Number"
"EVPVPUS","201808","1694","2","Number of locations with private ports only","Number"
"EVPVPUS","201809","1720","2","Number of locations with private ports only","Number"
"EVPVPUS","201810","1735","2","Number of locations with private ports only","Number"
"EVPVPUS","201811","1816","2","Number of locations with private ports only","Number"
"EVPVPUS","201812","1841","2","Number of locations with private ports only","Number"
"EVPVPUS","201813","1841","2","Number of locations with private ports only","Number"
"EVPVPUS","201901","1813","2","Number of locations with private ports only","Number"
"EVPVPUS","201902","1911","2","Number of locations with private ports only","Number"
"EVPVPUS","201903","1922","2","Number of locations with private ports only","Number"
"EVPVPUS","201904","1941","2","Number of locations with private ports only","Number"
"EVPVPUS","201905","2007","2","Number of locations with private ports only","Number"
"EVPVPUS","201906","2025","2","Number of locations with private ports only","Number"
"EVPVPUS","201907","2049","2","Number of locations with private ports only","Number"
"EVPVPUS","201908","2062","2","Number of locations with private ports only","Number"
"EVPVPUS","201909","2074","2","Number of locations with private ports only","Number"
"EVPVPUS","201910","2083","2","Number of locations with private ports only","Number"
"EVPVPUS","201911","2082","2","Number of locations with private ports only","Number"
"EVPVPUS","201912","2136","2","Number of locations with private ports only","Number"
"EVPVPUS","201913","2136","2","Number of locations with private ports only","Number"
"EVPVPUS","202001","2079","2","Number of locations with private ports only","Number"
"EVPVPUS","202002","2085","2","Number of locations with private ports only","Number"
"EVPVPUS","202003","2095","2","Number of locations with private ports only","Number"
"EVPVPUS","202004","2163","2","Number of locations with private ports only","Number"
"EVPVPUS","202005","2167","2","Number of locations with private ports only","Number"
"EVPVPUS","202006","2182","2","Number of locations with private ports only","Number"
"EVPVPUS","202007","2208","2","Number of locations with private ports only","Number"
"EVPVPUS","202008","2227","2","Number of locations with private ports only","Number"
"EVPVPUS","202009","2225","2","Number of locations with private ports only","Number"
"EVPVPUS","202010","2236","2","Number of locations with private ports only","Number"
"EVPVPUS","202011","2242","2","Number of locations with private ports only","Number"
"EVPVPUS","202012","1837","2","Number of locations with private ports only","Number"
"EVPVPUS","202013","1837","2","Number of locations with private ports only","Number"
"EVPVPUS","202101","2270","2","Number of locations with private ports only","Number"
"EVPVPUS","202102","2286","2","Number of locations with private ports only","Number"
"EVPVPUS","202103","2255","2","Number of locations with private ports only","Number"
"EVPVPUS","202104","2246","2","Number of locations with private ports only","Number"
"EVPVPUS","202105","2263","2","Number of locations with private ports only","Number"
"EVPVPUS","202106","2248","2","Number of locations with private ports only","Number"
"EVPVPUS","202107","2253","2","Number of locations with private ports only","Number"
"EVPVPUS","202108","2250","2","Number of locations with private ports only","Number"
"EVPVPUS","202109","2365","2","Number of locations with private ports only","Number"
"EVPVPUS","202110","2360","2","Number of locations with private ports only","Number"
"EVPVPUS","202111","2345","2","Number of locations with private ports only","Number"
"EVPVPUS","202112","2344","2","Number of locations with private ports only","Number"
"EVPVPUS","202113","2344","2","Number of locations with private ports only","Number"
"EVPVPUS","202201","2342","2","Number of locations with private ports only","Number"
"EVPVPUS","202202","2346","2","Number of locations with private ports only","Number"
"EVPVPUS","202203","2348","2","Number of locations with private ports only","Number"
"EVPVPUS","202204","2365","2","Number of locations with private ports only","Number"
"EVPVPUS","202205","2367","2","Number of locations with private ports only","Number"
"EVPVPUS","202206","2355","2","Number of locations with private ports only","Number"
"EVPVPUS","202207","2357","2","Number of locations with private ports only","Number"
"EVPVPUS","202208","2361","2","Number of locations with private ports only","Number"
"EVPVPUS","202209","2445","2","Number of locations with private ports only","Number"
"EVPVPUS","202210","2474","2","Number of locations with private ports only","Number"
"EVPVPUS","202211","2482","2","Number of locations with private ports only","Number"
"EVPVPUS","202212","2533","2","Number of locations with private ports only","Number"
"EVPVPUS","202213","2533","2","Number of locations with private ports only","Number"
"EVPVPUS","202301","2498","2","Number of locations with private ports only","Number"
"EVPVPUS","202302","2452","2","Number of locations with private ports only","Number"
"EVPVPUS","202303","2475","2","Number of locations with private ports only","Number"
"EVPVPUS","202304","2518","2","Number of locations with private ports only","Number"
"EVPVPUS","202305","2519","2","Number of locations with private ports only","Number"
"EVPVPUS","202306","2530","2","Number of locations with private ports only","Number"
"EVPVPUS","202307","2525","2","Number of locations with private ports only","Number"
"EVPVPUS","202308","2516","2","Number of locations with private ports only","Number"
"EVPVPUS","202309","2513","2","Number of locations with private ports only","Number"
"EVPVPUS","202310","2513","2","Number of locations with private ports only","Number"
"EVPVPUS","202311","2601","2","Number of locations with private ports only","Number"
"EVPVPUS","202312","2617","2","Number of locations with private ports only","Number"
"EVPVPUS","202313","2617","2","Number of locations with private ports only","Number"
"EVPVPUS","202401","2674","2","Number of locations with private ports only","Number"
"EVPVPUS","202402","2662","2","Number of locations with private ports only","Number"
"EVPPPUS","201506","1474","3","Number of locations with public and private ports","Number"
"EVPPPUS","201507","1445","3","Number of locations with public and private ports","Number"
"EVPPPUS","201508","1453","3","Number of locations with public and private ports","Number"
"EVPPPUS","201509","1447","3","Number of locations with public and private ports","Number"
"EVPPPUS","201510","1461","3","Number of locations with public and private ports","Number"
"EVPPPUS","201511","1469","3","Number of locations with public and private ports","Number"
"EVPPPUS","201512","1426","3","Number of locations with public and private ports","Number"
"EVPPPUS","201513","1426","3","Number of locations with public and private ports","Number"
"EVPPPUS","201601","1441","3","Number of locations with public and private ports","Number"
"EVPPPUS","201602","1468","3","Number of locations with public and private ports","Number"
"EVPPPUS","201603","1492","3","Number of locations with public and private ports","Number"
"EVPPPUS","201604","1496","3","Number of locations with public and private ports","Number"
"EVPPPUS","201605","1491","3","Number of locations with public and private ports","Number"
"EVPPPUS","201606","1523","3","Number of locations with public and private ports","Number"
"EVPPPUS","201607","1488","3","Number of locations with public and private ports","Number"
"EVPPPUS","201608","1477","3","Number of locations with public and private ports","Number"
"EVPPPUS","201609","1483","3","Number of locations with public and private ports","Number"
"EVPPPUS","201610","1475","3","Number of locations with public and private ports","Number"
"EVPPPUS","201611","1479","3","Number of locations with public and private ports","Number"
"EVPPPUS","201612","1472","3","Number of locations with public and private ports","Number"
"EVPPPUS","201613","1472","3","Number of locations with public and private ports","Number"
"EVPPPUS","201701","1485","3","Number of locations with public and private ports","Number"
"EVPPPUS","201702","1498","3","Number of locations with public and private ports","Number"
"EVPPPUS","201703","1497","3","Number of locations with public and private ports","Number"
"EVPPPUS","201704","1496","3","Number of locations with public and private ports","Number"
"EVPPPUS","201705","1489","3","Number of locations with public and private ports","Number"
"EVPPPUS","201706","1477","3","Number of locations with public and private ports","Number"
"EVPPPUS","201707","1380","3","Number of locations with public and private ports","Number"
"EVPPPUS","201708","1387","3","Number of locations with public and private ports","Number"
"EVPPPUS","201709","1381","3","Number of locations with public and private ports","Number"
"EVPPPUS","201710","1381","3","Number of locations with public and private ports","Number"
"EVPPPUS","201711","1390","3","Number of locations with public and private ports","Number"
"EVPPPUS","201712","1384","3","Number of locations with public and private ports","Number"
"EVPPPUS","201713","1384","3","Number of locations with public and private ports","Number"
"EVPPPUS","201801","1383","3","Number of locations with public and private ports","Number"
"EVPPPUS","201802","1382","3","Number of locations with public and private ports","Number"
"EVPPPUS","201803","1383","3","Number of locations with public and private ports","Number"
"EVPPPUS","201804","1393","3","Number of locations with public and private ports","Number"
"EVPPPUS","201805","1363","3","Number of locations with public and private ports","Number"
"EVPPPUS","201806","1382","3","Number of locations with public and private ports","Number"
"EVPPPUS","201807","1374","3","Number of locations with public and private ports","Number"
"EVPPPUS","201808","1365","3","Number of locations with public and private ports","Number"
"EVPPPUS","201809","1371","3","Number of locations with public and private ports","Number"
"EVPPPUS","201810","1372","3","Number of locations with public and private ports","Number"
"EVPPPUS","201811","1365","3","Number of locations with public and private ports","Number"
"EVPPPUS","201812","1362","3","Number of locations with public and private ports","Number"
"EVPPPUS","201813","1362","3","Number of locations with public and private ports","Number"
"EVPPPUS","201901","1363","3","Number of locations with public and private ports","Number"
"EVPPPUS","201902","1360","3","Number of locations with public and private ports","Number"
"EVPPPUS","201903","1352","3","Number of locations with public and private ports","Number"
"EVPPPUS","201904","1363","3","Number of locations with public and private ports","Number"
"EVPPPUS","201905","1372","3","Number of locations with public and private ports","Number"
"EVPPPUS","201906","1372","3","Number of locations with public and private ports","Number"
"EVPPPUS","201907","1369","3","Number of locations with public and private ports","Number"
"EVPPPUS","201908","1367","3","Number of locations with public and private ports","Number"
"EVPPPUS","201909","1274","3","Number of locations with public and private ports","Number"
"EVPPPUS","201910","1275","3","Number of locations with public and private ports","Number"
"EVPPPUS","201911","1276","3","Number of locations with public and private ports","Number"
"EVPPPUS","201912","1224","3","Number of locations with public and private ports","Number"
"EVPPPUS","201913","1224","3","Number of locations with public and private ports","Number"
"EVPPPUS","202001","1213","3","Number of locations with public and private ports","Number"
"EVPPPUS","202002","1217","3","Number of locations with public and private ports","Number"
"EVPPPUS","202003","1219","3","Number of locations with public and private ports","Number"
"EVPPPUS","202004","1201","3","Number of locations with public and private ports","Number"
"EVPPPUS","202005","1202","3","Number of locations with public and private ports","Number"
"EVPPPUS","202006","1209","3","Number of locations with public and private ports","Number"
"EVPPPUS","202007","1224","3","Number of locations with public and private ports","Number"
"EVPPPUS","202008","1190","3","Number of locations with public and private ports","Number"
"EVPPPUS","202009","1168","3","Number of locations with public and private ports","Number"
"EVPPPUS","202010","1159","3","Number of locations with public and private ports","Number"
"EVPPPUS","202011","1168","3","Number of locations with public and private ports","Number"
"EVPPPUS","202012","1140","3","Number of locations with public and private ports","Number"
"EVPPPUS","202013","1140","3","Number of locations with public and private ports","Number"
"EVPPPUS","202101","1139","3","Number of locations with public and private ports","Number"
"EVPPPUS","202102","1139","3","Number of locations with public and private ports","Number"
"EVPPPUS","202103","1141","3","Number of locations with public and private ports","Number"
"EVPPPUS","202104","1145","3","Number of locations with public and private ports","Number"
"EVPPPUS","202105","1156","3","Number of locations with public and private ports","Number"
"EVPPPUS","202106","1152","3","Number of locations with public and private ports","Number"
"EVPPPUS","202107","1156","3","Number of locations with public and private ports","Number"
"EVPPPUS","202108","1161","3","Number of locations with public and private ports","Number"
"EVPPPUS","202109","1156","3","Number of locations with public and private ports","Number"
"EVPPPUS","202110","1157","3","Number of locations with public and private ports","Number"
"EVPPPUS","202111","1154","3","Number of locations with public and private ports","Number"
"EVPPPUS","202112","1156","3","Number of locations with public and private ports","Number"
"EVPPPUS","202113","1156","3","Number of locations with public and private ports","Number"
"EVPPPUS","202201","1149","3","Number of locations with public and private ports","Number"
"EVPPPUS","202202","1149","3","Number of locations with public and private ports","Number"
"EVPPPUS","202203","1153","3","Number of locations with public and private ports","Number"
"EVPPPUS","202204","1163","3","Number of locations with public and private ports","Number"
"EVPPPUS","202205","1172","3","Number of locations with public and private ports","Number"
"EVPPPUS","202206","1180","3","Number of locations with public and private ports","Number"
"EVPPPUS","202207","1184","3","Number of locations with public and private ports","Number"
"EVPPPUS","202208","1189","3","Number of locations with public and private ports","Number"
"EVPPPUS","202209","1192","3","Number of locations with public and private ports","Number"
"EVPPPUS","202210","1187","3","Number of locations with public and private ports","Number"
"EVPPPUS","202211","1184","3","Number of locations with public and private ports","Number"
"EVPPPUS","202212","1176","3","Number of locations with public and private ports","Number"
"EVPPPUS","202213","1176","3","Number of locations with public and private ports","Number"
"EVPPPUS","202301","1163","3","Number of locations with public and private ports","Number"
"EVPPPUS","202302","924","3","Number of locations with public and private ports","Number"
"EVPPPUS","202303","923","3","Number of locations with public and private ports","Number"
"EVPPPUS","202304","912","3","Number of locations with public and private ports","Number"
"EVPPPUS","202305","913","3","Number of locations with public and private ports","Number"
"EVPPPUS","202306","903","3","Number of locations with public and private ports","Number"
"EVPPPUS","202307","899","3","Number of locations with public and private ports","Number"
"EVPPPUS","202308","891","3","Number of locations with public and private ports","Number"
"EVPPPUS","202309","891","3","Number of locations with public and private ports","Number"
"EVPPPUS","202310","894","3","Number of locations with public and private ports","Number"
"EVPPPUS","202311","897","3","Number of locations with public and private ports","Number"
"EVPPPUS","202312","897","3","Number of locations with public and private ports","Number"
"EVPPPUS","202313","897","3","Number of locations with public and private ports","Number"
"EVPPPUS","202401","865","3","Number of locations with public and private ports","Number"
"EVPPPUS","202402","861","3","Number of locations with public and private ports","Number"
"EVNTPUS","201506","8594","4","Number of locations with networked ports only","Number"
"EVNTPUS","201507","8601","4","Number of locations with networked ports only","Number"
"EVNTPUS","201508","9065","4","Number of locations with networked ports only","Number"
"EVNTPUS","201509","9033","4","Number of locations with networked ports only","Number"
"EVNTPUS","201510","9285","4","Number of locations with networked ports only","Number"
"EVNTPUS","201511","9552","4","Number of locations with networked ports only","Number"
"EVNTPUS","201512","9513","4","Number of locations with networked ports only","Number"
"EVNTPUS","201513","9513","4","Number of locations with networked ports only","Number"
"EVNTPUS","201601","10311","4","Number of locations with networked ports only","Number"
"EVNTPUS","201602","10553","4","Number of locations with networked ports only","Number"
"EVNTPUS","201603","10840","4","Number of locations with networked ports only","Number"
"EVNTPUS","201604","11022","4","Number of locations with networked ports only","Number"
"EVNTPUS","201605","11217","4","Number of locations with networked ports only","Number"
"EVNTPUS","201606","11586","4","Number of locations with networked ports only","Number"
"EVNTPUS","201607","11707","4","Number of locations with networked ports only","Number"
"EVNTPUS","201608","11820","4","Number of locations with networked ports only","Number"
"EVNTPUS","201609","12143","4","Number of locations with networked ports only","Number"
"EVNTPUS","201610","12282","4","Number of locations with networked ports only","Number"
"EVNTPUS","201611","12530","4","Number of locations with networked ports only","Number"
"EVNTPUS","201612","12671","4","Number of locations with networked ports only","Number"
"EVNTPUS","201613","12671","4","Number of locations with networked ports only","Number"
"EVNTPUS","201701","12987","4","Number of locations with networked ports only","Number"
"EVNTPUS","201702","13220","4","Number of locations with networked ports only","Number"
"EVNTPUS","201703","13327","4","Number of locations with networked ports only","Number"
"EVNTPUS","201704","13507","4","Number of locations with networked ports only","Number"
"EVNTPUS","201705","13816","4","Number of locations with networked ports only","Number"
"EVNTPUS","201706","14053","4","Number of locations with networked ports only","Number"
"EVNTPUS","201707","14124","4","Number of locations with networked ports only","Number"
"EVNTPUS","201708","14440","4","Number of locations with networked ports only","Number"
"EVNTPUS","201709","14898","4","Number of locations with networked ports only","Number"
"EVNTPUS","201710","15156","4","Number of locations with networked ports only","Number"
"EVNTPUS","201711","15358","4","Number of locations with networked ports only","Number"
"EVNTPUS","201712","15553","4","Number of locations with networked ports only","Number"
"EVNTPUS","201713","15553","4","Number of locations with networked ports only","Number"
"EVNTPUS","201801","15582","4","Number of locations with networked ports only","Number"
"EVNTPUS","201802","15664","4","Number of locations with networked ports only","Number"
"EVNTPUS","201803","15461","4","Number of locations with networked ports only","Number"
"EVNTPUS","201804","15696","4","Number of locations with networked ports only","Number"
"EVNTPUS","201805","15708","4","Number of locations with networked ports only","Number"
"EVNTPUS","201806","16176","4","Number of locations with networked ports only","Number"
"EVNTPUS","201807","16559","4","Number of locations with networked ports only","Number"
"EVNTPUS","201808","16799","4","Number of locations with networked ports only","Number"
"EVNTPUS","201809","16885","4","Number of locations with networked ports only","Number"
"EVNTPUS","201810","17110","4","Number of locations with networked ports only","Number"
"EVNTPUS","201811","16806","4","Number of locations with networked ports only","Number"
"EVNTPUS","201812","17024","4","Number of locations with networked ports only","Number"
"EVNTPUS","201813","17024","4","Number of locations with networked ports only","Number"
"EVNTPUS","201901","16202","4","Number of locations with networked ports only","Number"
"EVNTPUS","201902","16238","4","Number of locations with networked ports only","Number"
"EVNTPUS","201903","16370","4","Number of locations with networked ports only","Number"
"EVNTPUS","201904","16622","4","Number of locations with networked ports only","Number"
"EVNTPUS","201905","16851","4","Number of locations with networked ports only","Number"
"EVNTPUS","201906","17038","4","Number of locations with networked ports only","Number"
"EVNTPUS","201907","17136","4","Number of locations with networked ports only","Number"
"EVNTPUS","201908","17859","4","Number of locations with networked ports only","Number"
"EVNTPUS","201909","18082","4","Number of locations with networked ports only","Number"
"EVNTPUS","201910","18447","4","Number of locations with networked ports only","Number"
"EVNTPUS","201911","18828","4","Number of locations with networked ports only","Number"
"EVNTPUS","201912","19006","4","Number of locations with networked ports only","Number"
"EVNTPUS","201913","19006","4","Number of locations with networked ports only","Number"
"EVNTPUS","202001","19570","4","Number of locations with networked ports only","Number"
"EVNTPUS","202002","19865","4","Number of locations with networked ports only","Number"
"EVNTPUS","202003","20200","4","Number of locations with networked ports only","Number"
"EVNTPUS","202004","20423","4","Number of locations with networked ports only","Number"
"EVNTPUS","202005","20647","4","Number of locations with networked ports only","Number"
"EVNTPUS","202006","20744","4","Number of locations with networked ports only","Number"
"EVNTPUS","202007","21167","4","Number of locations with networked ports only","Number"
"EVNTPUS","202008","21630","4","Number of locations with networked ports only","Number"
"EVNTPUS","202009","21879","4","Number of locations with networked ports only","Number"
"EVNTPUS","202010","22046","4","Number of locations with networked ports only","Number"
"EVNTPUS","202011","22525","4","Number of locations with networked ports only","Number"
"EVNTPUS","202012","22313","4","Number of locations with networked ports only","Number"
"EVNTPUS","202013","22313","4","Number of locations with networked ports only","Number"
"EVNTPUS","202101","32444","4","Number of locations with networked ports only","Number"
"EVNTPUS","202102","32926","4","Number of locations with networked ports only","Number"
"EVNTPUS","202103","33282","4","Number of locations with networked ports only","Number"
"EVNTPUS","202104","33964","4","Number of locations with networked ports only","Number"
"EVNTPUS","202105","34755","4","Number of locations with networked ports only","Number"
"EVNTPUS","202106","35251","4","Number of locations with networked ports only","Number"
"EVNTPUS","202107","35804","4","Number of locations with networked ports only","Number"
"EVNTPUS","202108","36242","4","Number of locations with networked ports only","Number"
"EVNTPUS","202109","36656","4","Number of locations with networked ports only","Number"
"EVNTPUS","202110","37348","4","Number of locations with networked ports only","Number"
"EVNTPUS","202111","37910","4","Number of locations with networked ports only","Number"
"EVNTPUS","202112","38839","4","Number of locations with networked ports only","Number"
"EVNTPUS","202113","38839","4","Number of locations with networked ports only","Number"
"EVNTPUS","202201","41289","4","Number of locations with networked ports only","Number"
"EVNTPUS","202202","40779","4","Number of locations with networked ports only","Number"
