"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"EVDCRUS","202306","4.148","13","Number of DC fast charging ports per location","Number"
"EVDCRUS","202307","4.158","13","Number of DC fast charging ports per location","Number"
"EVDCRUS","202308","4.165","13","Number of DC fast charging ports per location","Number"
"EVDCRUS","202309","4.169","13","Number of DC fast charging ports per location","Number"
"EVDCRUS","202310","4.183","13","Number of DC fast charging ports per location","Number"
"EVDCRUS","202311","4.23","13","Number of DC fast charging ports per location","Number"
"EVDCRUS","202312","4.249","13","Number of DC fast charging ports per location","Number"
"EVDCRUS","202313","4.249","13","Number of DC fast charging ports per location","Number"
"EVDCRUS","202401","4.225","13","Number of DC fast charging ports per location","Number"
"EVDCRUS","202402","4.236","13","Number of DC fast charging ports per location","Number"
"EV2CRUS","201506","3.105","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201507","3.072","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201508","3.071","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201509","3.097","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201510","3.157","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201511","3.189","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201512","3.231","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201513","3.231","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201601","3.221","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201602","3.249","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201603","3.262","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201604","3.247","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201605","3.259","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201606","3.277","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201607","3.285","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201608","3.322","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201609","3.329","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201610","3.36","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201611","3.358","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201612","3.399","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201613","3.399","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201701","3.405","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201702","3.415","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201703","3.438","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201704","3.443","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201705","3.46","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201706","3.473","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201707","3.505","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201708","3.511","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201709","3.508","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201710","3.506","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201711","3.517","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201712","3.525","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201713","3.525","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201801","3.56","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201802","3.556","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201803","3.605","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201804","3.609","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201805","3.374","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201806","3.384","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201807","3.409","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201808","3.423","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201809","3.425","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201810","3.413","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201811","3.466","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201812","3.49","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201813","3.49","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201901","3.468","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201902","3.514","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201903","3.462","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201904","3.478","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201905","3.504","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201906","3.529","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201907","3.576","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201908","3.583","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201909","3.6","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201910","3.68","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201911","3.523","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201912","3.545","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","201913","3.545","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202001","3.533","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202002","3.549","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202003","3.553","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202004","3.553","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202005","3.578","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202006","3.592","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202007","3.6","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202008","3.484","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202009","3.485","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202010","3.497","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202011","3.546","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202012","3.588","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202013","3.588","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202101","2.767","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202102","2.757","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202103","2.752","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202104","2.75","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202105","2.748","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202106","2.743","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202107","2.743","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202108","2.745","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202109","2.71","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202110","2.716","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202111","2.7","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202112","2.695","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202113","2.695","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202201","2.696","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202202","2.704","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202203","2.711","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202204","2.71","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202205","2.708","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202206","2.703","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202207","2.695","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202208","2.684","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202209","2.71","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202210","2.699","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202211","2.702","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202212","2.692","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202213","2.692","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202301","2.66","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202302","2.636","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202303","2.633","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202304","2.631","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202305","2.637","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202306","2.615","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202307","2.609","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202308","2.61","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202309","2.505","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202310","2.503","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202311","2.51","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202312","2.52","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202313","2.52","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202401","2.533","14","Number of level 2 charging ports per location","Number"
"EV2CRUS","202402","2.531","14","Number of level 2 charging ports per location","Number"
